,0,0.1,0.1.1
4293,在资本的全球化运营中,在资本的全球化运营中,0
6898,银行把大量贷款借给了不打算归还的国有企业,银行把大量贷款款给了不打算归还的国有企业,0
7727,他们将会减少努力程度,她们将会减少努力程度,1
10870,激活了他诗创作的灵感,激活了她诗创作的灵感,1
13836,如果是盲目的,如果是盲目的,0
9481,德国同墨西哥巴西阿根廷等拉美国家有重要的关系,德国同墨西姐巴西阿根廷等拉美国家有重要的关系,1
5342,1211他又说关于民主,1211她又说关于民主,1
9392,对外依赖性强城市经济体系固然没有必要追求产业配套齐全,对外依赖性强城市经济体系固然必有必要求求产业套齐齐全,0
7534,将利用外资分为对外借款外商直接投资和外商其他投资注按统计年鉴中的定义,将利用外资分为对外借外外商直接投资和外商其她资助注按按计计鉴鉴的定义,1
9923,使之为本园科学管理服务,使之为本园科学管理服务,0
7436,有必要保留和发展传统结构的键盘式手风琴其四,有必要保留和发展传统结构的盘盘式手风琴其四,0
2160,使得男子力耕不足粮饷,使得女子力耕不足粮棉,1
9245,他说我要走了,她说我走了了,1
3288,我们能不叹服,我们不不腐服,0
2978,他的笔端才偶然流露出抒情的冲动,她的笔端才偶然流露出抒情的冲动,1
8454,而造成新的社会和新的人生,而造成新的社会和新的生生,0
11418,已经具备了一定的实力,已经具备了一定的实力,0
3349,他在哲学上倡导理念论,她在哲学上倡导理论,1
13272,传统音乐的即兴性不确定性等操作已被唾弃因为它是不符合机械科学观的,传统音乐的兴想性不确定性操作作已被固是因为它是不符合机械科学的,0
2063,温舍什么是社会市场经济中的社会,温舍什么是社会市场经济中的社会,0
6958,如果没有足够的历史事实为依托,如果没有足够的历史事实依托,0
697,北宋画家李伯时最擅此法,北宋画家李姑时最擅法,1
8750,正是由于其他一切因素都很容易地在世界各地流动,正是由于其她一切因素都很容易地在世界各地流动,1
12828,北京100029汪凤娣三明市环境监测站,北京100029汪凤2三至市环境监测站,0
11731,他一变旧模,她一旧旧模,1
6133,观念艺术主要是通过图像及其传播才能实现他的作品,观念艺术主要是通过图像及其传播才能实现她的作品,1
1719,使全校教师普遍重视对学生进行心理教育,使全校教师普遍重视对学生进行心理教育,0
5055,李政道先生已经是第三次提出这个问题,李政道女士已经是第三次提出这个问题,1
9287,为他们的政治参与寻找切入点生长点和落脚点,为她们的政治参与寻找切点点生长点和落脚,1
10992,并称为Σ1到Σ2的相似元引理14设在区域Θ上,并称为W到152的相似元引理14设在区域上上,0
5024,环境地理学,环境地理学,0
2457,说她变了一只很大的白兔,说他变了一只很大的白兔,1
12292,二要加强调查研究,二要加强调查研究,0
2496,的次序对事务日志排序,次的序对事务日志排序,0
4566,旋转引起的换热系数的增加越多,转转引起的换热系数的增加越多,0
6640,生成2及3等有害气体污染大气,生成及及3等有害气体污染大气,0
14675,这些方面的不断发展有助于目前全球文明社会的诞生和发展,这些方面的不断发展有助于目前全球文明社会的诞生和发展,0
8290,经济全球化实际上是一场以少数发达国家跨国公司为主导的全球产业结构调整,经济全球化实际是是一场以少数发达国家国公司司为主导的全球产业结构调整,0
3583,就会相对降低他们的货币工资,就会相对降低她们的货币工资,1
5513,其硬度扯断伸长率定伸应力等在一定温度范围内的变化也小于其他有机橡胶,其硬度扯断伸伸等定伸应力等在一定温度范围内的变化也小于其她有机橡胶,1
10416,便是在海南大地上泛起一大堆泡沫,便是在海南大地上起起一大堆泡沫,0
13170,作品25交响诗江姐60,作品25交响诗江江60,1
2974,产品型都市农业对所有生产要素的利用都具有社会大协作的性质,产品都都市农业所谓有生产要素的利用都具有社会协会作的性质,0
7968,不断深化对于文艺内在规律的把握和文艺理论的学科建设,不断深化对于文艺内在规律的把握和文艺理论的学科建设,0
7782,使他们建立一个正确的价值体系,使她们建立一个正确的价体系,1
9525,这就是以冯至的十四行集以及穆旦等九叶派诗作为标志的现代主义诗潮,这就是以冯至十的四行行以及被旦农田叶诗诗作为标志的现代主义诗潮,0
11634,旋转雷诺数ω冷气雷诺数和哥拉晓夫数,旋转诺诺数ω冷气雷诺数和姐拉晓夫数,1
9104,既给予了当代书家张扬个性与创造的自由,既给予了当代国家张扬个性与创造的自由,0
1445,庇斯托亚城中２９个教区仅有１４名神父,庇斯托托城中２９个教区仅有１４名神母,1
11466,他说商业阶级同时就是社会中最国际的及最民族的部分,她把商业阶级同时就是社会中最国际的及最民族的部分,1
3013,更重要的是要知道她为什么要笑,更重要的是要知道他为什么要笑,1
11914,有时必须竭力经营,有时必须竭力经营,0
3178,足见轻田租重人口税的政策,足见轻田针重人口的政策,0
11669,希望沿线各族人民群众积极支援,希望沿线各族人民群众积极支援,0
10041,世界市场也不会有足够的供给能力来填补我们这样一个人口大国的粮食缺口,世界市场也不会有足够的供给能力来补我们们这样一个人口大国的粮食危口,0
6690,学习他们一百多年来的经验,学习她们一百多年来的经验,1
10514,梁先生的这一思考本身就十分引人入胜,梁女士的这一思考本身就十分引人入胜,1
14349,使他们能以更加面向预防的新方式工作很多公司对其员工有庞大和费用高昂的环境教育计划,使她们能以更加面向预防的新的方式作有很大公司对其工有大庞和使用高昂的环境教育计划,1
7568,这里不可能也无必要对这些内容作详细的评介,这里不可能也无必要对这些内容作详细的评介,0
64,高额的电视转播费名目繁多的指定产品和蜂拥而至的赞助,高额的电视内播名品年多的指定产品和研究而至至的赞助,0
338,他称之为政府主导型市场经济1997,她称之为政府主导型市场经济1997,1
1874,其他支农资金农村集体和农民用于农业生产的实际投入水平呈下降趋势,其她支农资金农村集体和农民用于农业生产的实际投入水平呈下降趋势,1
14190,这也正是他所倡导的实践哲学的批评观,这也正是她所倡导的实践哲学的批评,1
6355,在苏俄社会主义经济建设初期,在苏俄社会主义经济建设初期,0
1295,他没有分析,她没有分析,1
12782,这其中的道理在哪里,这其中的道理在哪里,0
11962,试验组的样品平均稀释1000倍就闻不到臭味了,试验组的样品均平释释1000倍就闻不到臭味了,0
10845,封弟周公旦于曲阜,封妹周公旦于曲,1
14833,它还是阻止不了资金从金融机构向金融市场流动的潮流,它还是阻止不了资金金金融机构向金融市场流动的潮流,0
5528,有的人认为是低效的,有的人认为是低效的,0
13940,王晓明和他的友人们近来关于人文精神的讨论,王晓明和她的友人们近来关于人文精神的讨论,1
3125,以新产品开发为契机,以新产品开发为机机,0
13597,高等教育学学科建设和研究的领域是多层面的全方位的,高等教育学学科建设和研究的领域是多层面全的方位的,0
14678,53不能盲目提高产品技术指标的要求,553不能盲目提高产品技术指标的要求,0
12575,韦伯对资本主义加以界定,韦姑对资本主义加以定定,1
8217,通货紧缩造成企业效益下降,通货紧缩造成企业效益下,0
13823,22美国哥达德航天中心是所属负责研制和管理大部分科学卫星和应用卫星的机构,22美国姐德德天航天心是所属负社制制和管理部分部学卫卫卫和应用卫卫的机构,1
10916,缺乏敢为人先的精神,缺乏敢为人先的精神,0
12455,英国钢铁制品出口猛增,英国钢铁制品出口猛增,0
9914,为什么他们两人都没有去注意当时正方兴未艾的西方民族音乐学,为什么她们两人都没有去注意当时正方兴兴的西方西民族乐教学,1
14332,不仅是中国人,不仅是中国人,0
10772,每次训练都是一次提高,每次训练都是一次提高,0
360,这样他们就能够直接或间接地对经济政策施加影响,这样她们就能够直接或间接地对经济政策施加影响,1
5669,他们教育人民打击敌人表达理想阐明真理等,她们教育人民打击敌人表达理想阐明真理,1
6193,鲁迅先生早在几十年前就提倡过拿来主义,鲁迅女士早在几十年前就提倡过拿来主义,1
7426,我国中小学目前体育经费场地器材现状如何,我国中小学目前体育经费地机器材现状如何,0
10665,霸权主义和强权政治仍然是威胁世界和平与稳定的主要根源,霸权主义和强权政治仍然是威胁世界和平与稳定的主要源,0
9234,他发表了一长段关于肉体和灵魂相互关系的看法在笑忘录中,她发表了一长段关于肉体和灵魂相互关系的看法在笑录录中,1
10576,建立合理的农产品关税体系,建立合理的农产品关税体系,0
797,与热膨胀系数相似,与热膨胀系数相似,0
4944,它在早期发展经济学中得到了广泛的传播,它在早期发展经济学中得到了广泛的传播,0
12581,结果造成大批农田撂荒,结果造成大批农田荒荒,0
5520,导致入学率太低也是使男女比例不平衡的原因之一,导致入学率低太也是使女女比例不平衡的原因之一,1
3314,他的文学批评,她的文学批评,1
650,27张天翼且听下回分解及其他,27张天翼且听下回分解及其她,1
11371,国民党军政人物何应钦张道藩及谷氐三兄弟,国民党军政人物何应张张道盛及谷谷三姐妹,1
2759,他拨开宗教纱幕,她拨开宗教幕幕,1
9896,在边际上由于排他性的投资收益降低,在边际上由于排她性的投资收益降低,1
4704,书中有女颜如玉的翻版,书中有男颜如玉的翻版,1
5569,向高远荒漠处寻求精神的幽栖与情感的归宿,向高远荒境处寻求精神的幽战与情感的宿宿,0
3936,这里所说的层面深入法,这里所说的层面深入法,0
11537,在其他领域,在其她领域,1
11870,为此他给文学史设定有限目标,为此她给文学史设定有目标,1
13093,但是在婚前仍须以多种形式对女家进行酬偿,但是在婚前仍须以多种形式对男家进行酬偿,1
874,必须坚持以我为主,必须坚持我为主主,0
11386,按冯友兰先生的话讲,按冯友兰女士的话讲,1
6072,立法机构不独立,立法机构不独立,0
6728,他认为工程师承认共产主义所经历的途径将不同于过去地下宣传员和著作家,她认为工程师承认共产主义所经历的途径将不同于过去地下宣传大和著作家,1
2304,甘肃宁夏等地开展的改善女童及处境不利地区儿童初等教育实验项目,甘肃夏夏等地开展的改善男童及处境不利地区儿童初等教育实验项目,1
11023,还开创了用古代典籍中的术语命名器物及其纹饰的传统,还开创了用古代典籍中的术语命名器物及其纹饰的传统,0
4107,其他11个城构市61家市19家截止1998年6月,其她11个城市市61家市19家截止1998年6月,1
11222,他们也极易上当受骗,她们也极易上当受骗,1
14391,我惊奇地发现,我惊奇地发现,0
8084,并改进帮助失业者的办法,并改进帮助失业者的办法,0
1675,不断转换出口方向,不断转换出方向,0
12936,使他们建立一个正确的价值体系,使她们建立一个正确的价体系,1
14877,从七五到八五这10年,从七五到五五这10年,0
10603,描绘了他们的生产劳动氏族群居巫术祭祀的生活场景,描绘了她们的生产劳动氏族群挥巫术祭祀的生活场景,1
13872,邓小平同志的社会主义市场经济理论与马克思恩格斯关于公有制下商品关系将消亡的理论是相互矛盾的对立的,邓小平同志的社会主义市场经济论论与《马克思恩格》与关有关商品制约将将的义义：相是相互矛盾的对立的,0
11506,他们的理论之所以伟大不是因为它们揭示的就一定是宇宙的终极真理,她们的理论之所以伟大是不因为它们揭示的就一定是宇小的终极真理,1
12229,他写道闹剧本荒的时候,她写道闹剧本荒的时候,1
12745,19831912中国国家环境保护局水与废水监测分析法北京环境科学出版社,19831192中国国境环境保护局水与水水监测分析法北京环科学环出社,0
13395,越来越依赖于资金要素投入的推动,越来依赖赖于资金要素投入的推动,0
9368,对此人类是无法遏止和逆转的,对此人类是无法遏止和逆转的,0
7552,杠水可能是乌伦古河的最上游,水水可能是乌伦古河的最上游,0
11983,文学作为文艺学研究对象,文学作为文艺学研究对象,0
11275,尤为值得注意的是,尤为值得注意的是,0
7682,在我男子体操团体决赛失利后,在我女子体操团体决赛失利后,1
14094,失去土地的自耕农民为逃脱人丁税而到处流亡,失去土地的自农农民为逃脱人红税而到处流亡,0
7896,花园中的某个地方镌刻着他们的名字,花园中的某个地方镌刻着她们的名字,1
2645,知识主体也需翻新,知识主体也翻翻新,0
2245,由表1计算出的所有任务利用率为028,由表1计算出的所有任务利用率为028,0
3317,必存在υ∈和∈,必存在υ∈∈∈,0
3112,经过内在的矛盾斗争,经过内在的矛盾斗争,0
9785,我们知道圣经尤其旧约是希伯莱人的史诗,我们知道圣经尤其旧约是希姑莱人的史诗,1
7372,而且可以使个人电脑成为商业活动中的最佳媒体,而且可以使个人电脑成为商业活动中的最佳媒体,0
13288,虽然他不能走出去,虽然她不能走出去,1
6754,他爱民如子,她爱母如子,1
13406,而下一个最佳时机的到来还需等待,而下一个最佳时机的到来还等待待,0
5317,他的精神给后世的影响则愈来愈大,她的精神给后世的影响则愈来愈大,1
6041,再把十几个菜拼成一桌菜,再把几十个菜拼成一菜菜,0
14032,神意史观成为当时唯一的历史观念,神意史观成为当时唯一的历史观念,0
10039,王尔德在渔夫和他的灵魂这篇童话故事中创造了一个东方城市的形象,王尔德在夫夫和她的灵魂这篇童话故事中创造了一个东方城市的形象,1
5216,与传统社会的俗民概念截然不同,与传统社会的俗民概念截然不同,0
11286,也是他关于科学技术是生产力思想形成的主要标志,也是她关于科学技术是生产力思想形成的主要标志,1
8071,他们生前没有提出明确的答案,她们生前没有提出明确的答案,1
3061,实际上也就是长远利益与目前生存要求的关系,实际上也就是长远利益与目前生存要求的关系,0
10192,这使得深圳领先于全国形成了相对完整的市场化的中介服务体系,这使得深圳领先于全国形成了相对完整的市场化的中介服务体系,0
10427,忠君与孝父合一,忠君与母合一一,1
8243,当他得知我国申办2000年奥运会失利后又指出申办不成,当她得知我国申办2000年奥运会失利后又指出申办不不,1
9565,他们如果能够在这场技术革命中重塑人类的精神世界,她们如果能够在这场技术革命中重塑人类的精神世界,1
12754,食品和许多原材料和工业制成品如有色金属石油化工品和纺织纤维及织品等价格,食品和许多原料料和工业制品成果有金金属石化工品品和纺织堡及及养品等价格,0
6627,同时要鼓励科研单位与大中型企业联合,同时要鼓励科研单位与大型型企业联合,0
5603,钱先生这个变常辩证观,钱女士这个变常辩证观,1
7383,去品味原汁原味的其他艺术形式,去品味原原原味的其她艺术形式,1
12310,这就是电视剧所特有的浪漫喜剧式的命运,这就是电视剧所特有的浪漫喜剧式的命运,0
14796,阎逢春是蒲剧须生泰斗,阎逢春是京剧又生斗斗,0
6126,19943115154,19943115144,0
927,可以映象硬件中断到其它设备,可以映象硬件中断到其它设备,0
12069,既不会引起情感的波动,既不会引起情感的波动,0
5699,他们在选择教育信息上也难免会有失偏颇或误入歧途,她们在选择教育信息上也难免会有失偏颇或误入歧途,1
9205,只有1个文本控件来显示提示,只有1个文本控件来显示示示,0
7354,物质文明发展了,物质文明发了了,0
8382,价值观受到冲击,价值观受到冲击,0
710,负总额1359亿元,负总额1359亿元,0
9465,艺术及科学的语言在这方面是有教益的,艺术及科学的语言在这方面是有教的的,0
12,可以计算出各风向下输入或输出青岛地区的量,可以计算出各风向输入入或输出青岛地区的量,0
3263,分析该国的宏观文化是处在低度或高度变动中,分析该国的宏观文化是处在低度或高度变动中,0
6030,也使得社会主义中国与世界上其他国家联系的桥梁更加广阔,也使得社会主义中国与世界上其她国家联系的桥梁更加广阔,1
13449,就我们所要谈论的近代思想而论,就我们所要谈论的近代思想而论,0
6576,10生态文艺批评并不排斥形式主义的文艺批评以及其他类型的文艺批评,10生活文艺批评并不排斥形式主义的文艺批评以及其她类型的文艺批评,1
2175,因为他揭示了这样一种词学观念苏轼及其追随者,因为她揭示了这样一种词学观念苏轼及其追随者,1
3182,生活质量不高,生活质量不高,0
9144,它特别集中地反映在一项指标上,它特别集中地反映在一项指标上,0
1750,他们力图在理论上捍卫社会主义的基础原则主要是平等原则,她们力图在理论上捍卫社会主义的基础原则主要是平等原则,1
3894,生活方面的服务,生活方面的服务,0
13090,可见他是赞赏厨川白村的观点的,可见她是赞赏厨川白村的观点的,1
10019,５积极推进乡镇企业的制度创新,５积极推进乡镇企业的制度创新,0
7485,她阳示停止庆祝活动,他阳示停止庆祝活动,1
13363,作家不过借他来表现农民的现实苦难,作家不过借她来表现农民的现实苦难,1
10701,他们均主张国家干预越少越好,她们均主张国家干预越少越好,1
3048,正如看到我的年老的母亲一样,正如看到我的年老的父亲一样,1
5646,为我们提供打开艺术宝库走进艺术世界的钥匙,为我们提供打开艺术宝烈进进艺术世界的钥匙,0
5656,8设,设设,0
7847,伊兰伯格和史密斯,伊兰姑格和密斯,1
2030,抗日战争爆发后,抗日战争爆发后,0
26,李平沤译爱弥尔人民出版社1985年版,李平译爱：唐尔人民出版社1985年版,0
4046,制约了地方经济的发展吉林省国有粮食系统在全省粮食购销中发挥着主渠道作用,制约了地方经济的发展吉吉省有粮食食系在在全省粮食购销中发挥着着渠道作用,0
8421,他在新诗杂志上撰文,她在新诗杂志上撰文,1
1839,他们还对菜农实行种植补贴和增加投入奖励的政策,她们还对菜农业实种植补贴和增加投入奖励的政策,1
10395,他们的影片也有一个共同的特点,她们的影片也有一个共同的特点,1
2449,小说所表现的人物可以说是主流历史中的他者,小说所表现的人物可以说是主流历史中的她者,1
14856,难道中国能允许一些人接受境外资助从事颠覆中国政府的活动吗,难道中国能允许某些人接受外经济助从事颠颠中国政府的活动吗,0
11251,从根本上加以改革,从根本上加以改革,0
1154,选民用手中的选票购买能给他们带来利益的政策,选民用手中的选票购买能给她们带来利益的政策,1
131,1997年11月我们采用了弗里登斯伯格于1982年编制的小学生反应评定量表,1997年1月月我们采用了弗登斯格格斯于1982年编制的小学生物反应定量表,1
7979,更应当有巴金先生那样的战士,更应当有巴金女士那样的战士,1
7538,并总结经验,并总结经验,0
744,他又在译文杂志上,她又在译文杂志上,1
12362,在此基础上史念海先生编就中国历史地理纲要一书山西人民出版社1992年5月版以下简称纲要,在此基础上史史编士士编就中国历史地理要一书西天人民出版社1992年5月5月以下简为下要,1
12207,1月15日,1月15日,0
9667,他们均参与理想国的生活,她们均参与理想国的生活,1
1194,这一切都充分显示了哥尔多尼观察生活的敏锐,这一切都充分显示了姐尔多尼观察生活的敏锐,1
9216,通过学习决定精神,通过学习决定精神,0
9376,牵涉到对中国封建社会整个经济结构和体制特征的认识,牵涉到对中国封建社会整个经济结构和体制特征的认识,0
14390,该阶段的出口增加将通过出口产业的前后向联系带动其他产业的发展,该阶段的出口增加将通过出口产业的前向后联系带动其她产业的发展,1
4814,不啻是雪上加霜,不是是雪上加之,0
12234,它的建立健全需要雄厚的经济技术基础,它的建立健全需要雌厚的经济技术基础,1
6577,这种表现方法通常叫做蒙太奇,这种表现方法通常叫做蒙太奇,0
12680,建造了海狸1600型环保绞吸挖泥船,建造了海海1600型环保护吸泥泥船,0
1928,温特对这些理论缺陷的不满使他发展了自己开创性的结构理论,温特对这些理论缺陷的不满使她发展了自己开创性的结构理论,1
9598,应依法赔偿或承担其他民事责任,应依法赔偿或承担其她民责任务,1
1956,其发生聚合反应趋势的大小顺序为甲苯,其发生聚合反应趋势的大小顺序为甲苯,0
10920,还有一部分供乌克兰西伯利亚等地,还有一部分供乌克兰西姑利亚等地,1
863,又号令兄弟们如何去作,又号令姐妹们如何去作,1
291,所以选择了向他人和社会施德的义务,所以选择了向她人和社会施德的义务,1
6787,从而更深刻地理解客观事物,从而更深刻地理解客观事物,0
11200,他与共和国同龄,她与共和国同龄,1
6086,天子以天为父,天子以天为母,1
14646,从社会经济形态的发展水平来考察社会主义的初级阶段,从社会经济形态的发展水平来考察社会主义的初级阶段,0
14766,接着讲了以下几个主要问题第一,接着讲了以下几个主要问题一,0
11079,使得1系统在同时含参数及结构不确定性时,使得1系统在同时（参数及结构不确定性时,0
10440,但恰恰这些观点有很强的意识形态性质,但恰恰这些观点有很强的意识形态性质,0
2500,现在也有上百所大学相继开设了影视课程,现在也有上百所大学相继开设了影视课程,0
2100,但就其产权而言是可以部分排他的知识具有溢出效应外部性,但就其产权而言是可以部分排她的知识具有使出效应外部性,1
6695,由于矿区属于环境脆弱地区,由于矿区属于环境脆弱地区,0
11350,叫,叫,0
14582,从特区可以引进技术,从特区可以引进技术,0
10160,但没有文化文化落后,但没有文化文化落后,0
1900,他没有能力来进行改革,她没有能力来进行改革,1
14091,它的殖民政策带有极大的冒险性和野蛮性,它的殖民政策带有极大的财性和野野性,0
11261,理顺合议庭与庭长院长审判委员会的关系,理顺合议庭与庭长院院审委委员会的关系,0
4509,它还可以帮助我们分辨这一历史时期某些著名人物对中古时期中国社会的发展究竟是起了推动作用,它还可以帮助我们总究在一些时期某些著名人物对中反时期中国社会的发展还竟竟了这起推动作用,0
4129,其转换的形式采取下列指数形式附图图式中,其转换的形式采取下列指数形式附图图式中,0
13202,无非是因为他敏锐地觉察到此举一箭双雕之功效一方面,无非是因为她敏锐地觉察到此举一箭双之之功效一方面,1
10334,此后则有康年储蓄银行东亚银行广东信托商业银行永安银行香港汕头银行等成立,此后则有那年银行银行东银行行广东引托商业银行银行银银港港港港银行关成等,0
3524,而右翼阵营仍是群雄并立,而右翼阵营仍是群雌并立,1
9206,宋仁宗时为二三石,宋仁宗时为二三石,0
452,成本的大小通常根据燃料消耗和生存能力来衡量,成本的小大通常根据燃料耗耗和生存能力来衡量,0
8362,指使他人帮助伪造相关批文,指使她人帮助伪造相关批文,1
1370,其中衢州市没有少体校,其中州市市没有少体校,0
1260,幼学诗中的男道说,幼学诗中的女说,1
11836,最高135,最高155,0
7963,是不希望日德来瓜分他们的政治地位和对世界的领导权,是不希望日德来瓜分她们的政治地位和对世界的领导,1
8323,却又会将许多句子翻译得一塌糊涂,却又会将许多句子翻译得一塌糊涂,0
10800,作者用刀把几代人的生活与遭际串连起来,作者用刀把几代人的生活与遭际串连起来,0
6241,短期投机心理增强,短期投机心理增强,0
13206,又分解检查其他5架飞机的顺桨定时机构9电插头,又分解检查其她架架飞机的顺定定时机构9电插头,1
11561,并与他国进行税收合作等引起了世界各国的重视,并与她国进行税收合作等引起了世界各国的重视,1
321,写了她凄艳哀婉缠绵悱恻的感情,写了他凄艳哀婉缠绵悱恻的感情,1
4294,他们实行的经济发展计划基本上被人们接受,她们实行的经济发展计划基本上被人们接受,1
9597,在许多方面确实不适合或不能帮助今天的学生顺利地解决他们的道德难题,在许多方面确实不适合或不能帮助今天的学生顺利地解决她们的道德难题,1
2825,头脑敏捷视野开阔,头脑敏捷视野开阔,0
9818,所以当时的国际奥委会委员徐亨先生主动出面,所以当时的国际奥委会委员徐亨女士主动出面,1
11410,我们只能设想他的兴趣是相对于宋人的读书穷理而言的审美意蕴,我们只能设想她的兴趣是相对于宋人的读书穷穷而言的审美意蕴,1
12693,对所有与同型的代数,对所有与同型的代数,0
11383,一方面它尽管它是最新的,一方面它尽管它是最新的,0
7231,因而其用心首先在白话而不在诗上,因而其用心首先在白话而不在诗上,0
12545,而所谓变后掠翼飞机也的确存在过,而所谓变后翼飞飞机也的确在在过,0
10130,追求整体优势,追求整体优势,0
6625,3反应器中硫化物的抑制浓度为300,3反应器中硫化物的抑制浓度为300,0
8181,通常是将废气抽入采样容器后,通常是将废气抽入采样容器后,0
12853,他评论赵树理小说时指出创造积极人物的典型,她评论赵树理小说时指出创造积极人物的典型,1
4947,建立现代企业制度,建立现代企业制度,0
9372,1试验方法用5Ⅲ型真空感应炉熔炼402母合金,1试验方法用5Ⅲ型真空感应炉熔炼供02父合金,1
4842,通过农业保护使主要农产品生产的劳动者收入相当于其他行业同等劳动力收入的80左右,通过农业保护要要农农产品生产的劳动者收入相当于其她行业等等劳劳动力收入的0右右,1
2960,但都是出于他们双方的自愿,但都是出于她们双方的自愿,1
10084,都是在一定的历史条件下形式并经历长期的文化积淀形成的,都是在一定的历史条件下形式并经济期的文化迅积形成的,0
5632,由于在经济体制转轨过程中,由于在经济体制转轨过程中,0
3664,比上年增加348元,比上年增加34元,0
10667,和小东西一样,和小东西样,0
984,他们多数都热衷于社会现代化,她们多数都热衷于社会现代化,1
1760,具体对策如下1提高对外贸易短期贡献度的财税政策选择,具体对策下下1高高对外贸易短期贡献的财税政策选择,0
14015,他们都是通过考察民族资本的企业和投资者的数量而提出,她们都是通过考察民族资本的企业和投资者的数量而提出,1
908,其它情况则为规模不经济,其它情况则为规模不经济,0
702,历史成了大辫子的诱惑里王子与灰姑娘式的爱情自白,历史成了大子子的诱惑里王子与灰爹爹式的爱情自白,1
1344,他们认为社会主义首先是一种目的状态理论,她们认为社会主义首先是一种目的状态理论,1
3152,其次才是一门艺术另一方认为电影首先是一门艺术善于融会他人观点的,其次才是一门艺术另一方认为电影首先是一门艺术善于融会她人观点的,1
6951,失望之态溢于言表,失望之态于言表,0
10643,其品质可比陆稻提高一个档次在易涝田块可以作为优良的防涝品种利用,其质质可比陆稻提高一个档次在易田田块可可以作为优良的副种多用,0
2214,她只有在毁灭生命和美的施虐行为中才能感到刹那的快感,他只有在毁灭生命和美的行嫁为中日才能感到那儿的快感,1
5827,更深地爱着他的时候,更深地爱着她的时候,1
3009,他的作品似乎在四处碰壁,她的作品似乎在四处碰壁,1
8640,而这个基础就是人情,而这个基础就是情情,0
8092,社会主义物质技术基础的总水平和劳动生产率都还较低,社会主义物质技术基础的总水平和劳动生产率都还较低,0
11985,他们充分发挥了能制造旋转的武器的威力,她们充分发挥了能制造旋转的武器的威力,1
8537,但是复应力强度因子并无明确的力学意义1,但是复应力强度因子并无明确的力学意义1,0
9570,以便从这些对象中认识他自己,以便从这些对象中认识她自己,1
317,而且以此作为他作战的动员令,而且以此作为她作战的动员令,1
7554,天官丞相曾水源去芜湖,天官丞相曾水源去湖湖,0
1061,而决不是截然分开的两件事情,而决不是截然分开的两件事情,0
2264,反手位球可以突然用背面横拉冲,反手位球可以然然用背面横拉冲,0
10793,唐古栋滑坡堵塞雅砻江9后坝体溃决,唐古坡滑坡塞塞雅江江9后坝体溃决,0
10848,历史认识主体在认识历史的发展过程中,历史认识主体在认识历史的发展过程中,0
4001,他们的作品得以进入了国际艺术市场,她们的作品得以进入了国际艺术市场,1
3374,分别提供五年制课程,分别提供五年制程,0
9039,他是我国社会主义革命和建设时期的战略家,她是我国社会主义革命和建设时期的战略家,1
342,就是因为他从实践中真切感受到如果不解决人民的利益需要,就是因为她从实践中真切感受到如果不解决人民的利益需要,1
11879,就开始认识到制度建设的重要性,就开始认识到制度建设的重要性,0
4582,他在比较政治学中,她在比较政治中,1
3413,他在经济分析史一书中认为经济学家们跟随着时代前进,她在经济分析史一书中认为经济学家们跟随着时代前前,1
7772,以当地出产的优质山羊绒细羊毛为原料生产高级羊绒衫和羊毛衫为主的外向型企业,以土地产产的优秀山羊羊羊羊毛毛原生产高食产羊山羊和毛毛为为主的外向型企业,0
10813,邀请双方富有权威和影响的政界要人经济界企业界人士和知名专家参加,邀请双方权有权威和影响的政界要经济界界企业界人和知名名家参加,0
6894,谢安问子弟毛诗何句最佳,谢安问子妹毛泽何句最佳,1
8457,第373页,第37页页,0
8089,并形成了他自己对它的价值判断,并形成了她自己对它的价值判断,1
5926,他们的研究成果仍然主要集中于对鲁迅前期思想及作品的研究上,她们的研究成果仍然主要集中对于鲁迅前期思想及作品的研究,1
11730,是系统化了的理论认识,是系统化了的理论认识,0
12643,他把马克思关于从政治解放走向人类解放命题的展开提到了新的历史层面和新的理论境界,她把马克思关于从政治解放走向人类解放命题的展展提到新的历史的层面和新的理论界界,1
5848,与泉州沉船韩国新安沉船结构相似再现了中世纪远洋木帆船的形态特点,与〈州船船城国新沉沉结构结相似再现了中世纪远洋旧木的的形态特点,0
11012,锻炼了他们的骑马技术和射箭水平海边的居民以大海为生,锻炼了她们的骑马技术和射箭水平海边的居民以大海为生,1
6148,他对研究主题的选择,她对研究主题的选择,1
5735,则使他身陷囹圄,则使她身陷囹圄,1
9002,不忘记他们是人类,不忘记她们是人类,1
4545,它们必须将此结果通知工作于的兄弟任务的所有小组如果是根任务,它们必须将此结果通知工作于的姐妹任务的所有小小组果1根任务,1
2413,发展农业产业化,发展农业产业化,0
1919,只利用子系统本身的信息补偿来自其它子系统的关联作用,只利用子系统本身的信息补偿来自其它子系统的关系作用,0
9055,幼年受母亲的影响最大,幼年受父亲的影响大,1
878,可以单独看书法,可以单独看法,0
8239,回忆是她写作的不变的因素,回忆是他写作的不变的因素,1
14065,我国汽车零部件业的发展同样要借鉴国际经验,我国汽车零部件业的发展同样要借鉴国际经验,0
11224,他会把最初产量的提高用于生活上,她会把最初产量的提高用于生活上,1
3217,袁宏道之弟袁中道,袁宏道之袁袁中道,1
13113,模拟锁具的使用状况,模拟锁具的使用状况,0
13794,当推那个当侍女的家奴桑吉卓玛,当推那个当侍男的家奴桑吉卓玛,1
